iid,match,goal,round,gender,age,field_cd,imprace,imprelig,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,match_es,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr,sinc,intel,fun,amb,shar,norm_match,norm_match_es,career_c:Lawyer,career_c:Academic/Research,career_c:Psychologist,career_c:Doctor/Medicine,career_c:Engineer,career_c:Creative Arts/Entertainment,career_c:Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,career_c:Real Estate,career_c:International/Humanitarian Affairs,career_c:Undecided,career_c:Social Work,career_c:Speech Pathology,career_c:Politics,career_c:Pro sports/Athletics,career_c:Other,career_c:Architecture,country/continent:Africa,country/continent:Asia,country/continent:Australia,country/continent:Canada,country/continent:Central America,country/continent:Europe,country/continent:North America,country/continent:Siberia,country/continent:South America,country/continent:USA,race:Black/African American,race:European/Caucasian-American,race:Latino/Hispanic American,race:Asian/Pacific Islander/Asian-American,race:Other
99,8,3.0,18,1,28.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,10.0,10.0,10.0,10.0,10.0,8.0,30.0,30.0,20.0,10.0,10.0,0.0,6.0,6.888888888888889,7.277777777777778,5.944444444444445,6.333333333333333,6.111111111111111,0.4444444444444444,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
100,2,1.0,18,1,30.0,8.0,8.0,9.0,3.0,2.0,5.0,4.0,6.0,7.0,6.0,6.0,2.0,2.0,4.0,6.0,5.0,7.0,7.0,3.0,7.0,6.0,2.0,5.0,4.0,7.0,8.0,9.0,8.0,6.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.166666666666666,8.277777777777779,7.722222222222222,7.222222222222222,6.055555555555555,0.1111111111111111,0.2222222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
101,0,3.0,18,1,22.0,8.0,3.0,2.0,4.0,3.0,9.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0,4.0,7.0,5.0,8.0,8.0,9.0,8.0,9.0,40.0,8.0,10.0,12.0,10.0,20.0,7.666666666666667,7.875,7.555555555555555,7.0,8.0,6.0,0.0,0.2777777777777778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
102,1,1.0,18,1,32.0,10.0,2.0,6.0,4.0,4.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,6.0,8.0,8.0,5.0,10.0,7.0,9.0,30.0,10.0,30.0,20.0,10.0,0.0,6.333333333333333,6.777777777777778,7.0,5.888888888888889,6.222222222222222,5.333333333333333,0.05555555555555555,0.4444444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
103,1,2.0,18,1,26.0,8.0,8.0,9.0,4.0,1.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,6.0,3.0,8.0,8.0,9.0,8.0,9.0,40.0,5.0,20.0,10.0,10.0,15.0,6.666666666666667,7.166666666666667,7.5,6.888888888888889,7.0,6.277777777777778,0.05555555555555555,0.16666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
104,5,2.0,18,1,27.0,10.0,6.0,8.0,5.0,3.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,3.0,9.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,20.0,5.0,6.944444444444445,7.333333333333333,6.722222222222222,6.722222222222222,6.5,5.555555555555555,0.2777777777777778,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
105,8,2.0,18,1,25.0,1.0,1.0,1.0,7.0,1.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,5.0,2.0,8.0,7.0,8.0,9.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,7.166666666666667,7.722222222222222,8.166666666666666,7.222222222222222,6.555555555555555,6.333333333333333,0.4444444444444444,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
106,2,5.0,18,1,22.0,1.0,1.0,3.0,7.0,3.0,2.0,4.0,2.0,9.0,6.0,5.0,4.0,9.0,2.0,9.0,8.0,7.0,9.0,2.0,8.0,5.0,3.0,5.0,4.0,4.0,7.0,9.0,3.0,2.0,10.0,20.0,35.0,10.0,5.0,20.0,8.0,8.333333333333334,7.722222222222222,6.5,7.352941176470588,6.7,0.1111111111111111,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
107,11,1.0,18,1,21.0,7.0,1.0,1.0,4.0,1.0,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,2.0,7.0,9.0,9.0,9.0,6.0,19.0,24.0,21.0,23.0,5.0,8.0,7.833333333333333,8.305555555555555,8.38888888888889,7.638888888888889,7.805555555555555,6.527777777777778,0.6111111111111112,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
108,4,1.0,18,1,24.0,5.0,1.0,1.0,6.0,3.0,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,3.0,4.0,8.0,7.0,3.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,7.166666666666667,7.166666666666667,6.777777777777778,6.722222222222222,5.833333333333333,4.111111111111111,0.2222222222222222,0.16666666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
109,8,1.0,18,1,25.0,14.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,2.0,6.0,9.0,9.0,8.0,8.0,15.0,10.0,30.0,10.0,5.0,30.0,7.444444444444445,10.0,7.833333333333333,7.111111111111111,7.166666666666667,5.0,0.4444444444444444,0.1111111111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,4,2.0,18,1,28.0,14.0,4.0,6.0,6.0,1.0,4.0,3.0,8.0,7.0,7.0,9.0,8.0,2.0,3.0,7.0,5.0,7.0,9.0,7.0,8.0,3.0,6.0,6.0,3.0,7.0,9.0,8.0,8.0,7.0,20.0,20.0,15.0,15.0,5.0,25.0,6.222222222222222,7.117647058823529,8.11111111111111,6.666666666666667,7.705882352941177,6.222222222222222,0.2222222222222222,0.16666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
111,0,5.0,18,1,27.0,8.0,7.0,1.0,5.0,1.0,9.0,9.0,7.0,9.0,10.0,9.0,9.0,1.0,5.0,9.0,5.0,8.0,9.0,8.0,5.0,3.0,5.0,9.0,2.0,5.0,8.0,8.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,4.777777777777778,6.111111111111111,6.388888888888889,4.944444444444445,5.388888888888889,4.833333333333333,0.0,0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
112,6,1.0,10,0,20.0,3.0,1.0,1.0,3.0,1.0,8.0,3.0,8.0,5.0,7.0,8.0,8.0,8.0,9.0,9.0,3.0,8.0,8.0,9.0,10.0,4.0,6.0,4.0,8.0,9.0,10.0,9.0,9.0,9.0,15.0,15.0,20.0,25.0,10.0,15.0,6.4,6.8,7.2,6.2,7.3,6.0,0.6,0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
113,3,1.0,10,0,21.0,8.0,3.0,8.0,4.0,1.0,5.0,3.0,7.0,10.0,9.0,8.0,7.0,2.0,6.0,8.0,7.0,10.0,10.0,9.0,10.0,10.0,7.0,7.0,0.0,8.0,10.0,8.0,10.0,9.0,15.0,15.0,25.0,25.0,15.0,5.0,6.8,9.2,8.1,6.8,6.9,4.9,0.3,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
114,1,2.0,10,0,20.0,8.0,2.0,4.0,7.0,4.0,6.0,8.0,3.0,4.0,4.0,3.0,5.0,2.0,6.0,8.0,7.0,6.0,7.0,6.0,9.0,2.0,2.0,6.0,3.0,7.0,9.0,6.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,5.8,5.6,5.1,5.0,5.6,4.0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
115,3,1.0,10,0,21.0,3.0,10.0,7.0,5.0,1.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,2.0,6.0,4.0,7.0,8.0,1.0,3.0,3.0,8.0,7.0,9.0,8.0,8.0,20.0,10.0,30.0,20.0,15.0,5.0,7.0,9.333333333333334,9.444444444444445,7.888888888888889,9.222222222222221,6.444444444444445,0.3,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
116,4,1.0,10,0,21.0,13.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,4.0,8.0,9.0,9.0,8.0,9.0,15.0,15.0,25.0,25.0,20.0,0.0,7.2,8.0,7.8,6.8,7.5,4.6,0.4,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
117,1,1.0,10,0,21.0,8.0,8.0,10.0,3.0,1.0,6.0,8.0,6.0,9.0,8.0,6.0,3.0,5.0,8.0,8.0,5.0,6.0,5.0,6.0,5.0,9.0,3.0,6.0,1.0,8.0,7.0,8.0,8.0,8.0,20.0,10.0,20.0,20.0,20.0,10.0,7.111111111111111,8.777777777777779,7.888888888888889,7.0,8.444444444444445,5.888888888888889,0.1,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
119,5,1.0,10,0,19.0,16.0,5.0,2.0,3.0,1.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,4.0,5.0,8.0,10.0,10.0,10.0,10.0,50.0,15.0,10.0,10.0,10.0,5.0,5.111111111111111,7.7,7.555555555555555,7.142857142857143,6.375,4.8,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
120,4,5.0,10,0,20.0,6.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,3.0,2.0,6.0,8.0,8.0,8.0,9.0,10.0,10.0,35.0,35.0,8.0,2.0,6.6,7.0,6.3,4.7,6.0,2.7,0.4,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
121,0,5.0,10,0,21.0,3.0,8.0,1.0,7.0,1.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,2.0,2.0,2.0,9.0,7.0,9.0,9.0,35.0,15.0,5.0,30.0,15.0,0.0,6.8,8.3,7.8,5.7,7.1,4.8,0.0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
122,3,1.0,10,1,22.0,1.0,1.0,1.0,3.0,1.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,6.0,4.0,7.0,10.0,8.0,8.0,8.0,40.0,15.0,10.0,20.0,5.0,10.0,8.2,9.4,8.7,8.5,8.5,8.4,0.3,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
123,0,2.0,10,1,18.0,5.0,3.0,5.0,5.0,1.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,5.0,0.0,8.0,7.0,7.0,7.0,8.0,50.0,10.0,20.0,5.0,5.0,10.0,5.9,5.3,5.5,4.8,5.0,5.1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
124,0,2.0,10,1,22.0,8.0,1.0,1.0,4.0,1.0,5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0,6.1,5.9,6.1,5.0,5.5,5.8,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
125,7,1.0,10,1,21.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,6.0,6.0,9.0,6.0,9.0,10.0,10.0,20.0,15.0,20.0,15.0,12.0,18.0,8.0,7.8,7.4,7.7,7.3,6.9,0.7,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
126,2,4.0,10,1,22.0,7.0,7.0,5.0,6.0,3.0,10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,6.0,1.0,9.0,10.0,9.0,9.0,9.0,25.0,40.0,15.0,10.0,5.0,5.0,6.2,7.4,7.2,7.3,6.8,6.5,0.2,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
127,4,6.0,10,1,22.0,5.0,1.0,1.0,5.0,1.0,10.0,8.0,8.0,8.0,5.0,3.0,5.0,5.0,6.0,1.0,7.0,1.0,5.0,8.0,7.0,5.0,10.0,1.0,7.0,8.0,8.0,9.0,9.0,8.0,25.0,25.0,25.0,15.0,5.0,5.0,7.0,6.4,7.1,6.1,6.2,5.0,0.4,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
128,6,1.0,10,1,21.0,5.0,3.0,1.0,3.0,2.0,8.0,7.0,7.0,6.0,4.0,4.0,8.0,7.0,3.0,5.0,3.0,4.0,8.0,10.0,10.0,2.0,2.0,5.0,7.0,8.0,7.0,8.0,7.0,7.0,40.0,15.0,10.0,20.0,10.0,5.0,7.9,8.3,8.3,8.3,8.0,7.2,0.6,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
129,3,3.0,10,1,26.0,8.0,1.0,1.0,3.0,3.0,7.0,4.0,7.0,9.0,4.0,5.0,9.0,2.0,6.0,9.0,4.0,4.0,7.0,6.0,6.0,4.0,6.0,10.0,5.0,8.0,8.0,8.0,8.0,8.0,40.0,20.0,20.0,20.0,10.7,11.765,7.8,8.444444444444445,8.8,8.4,7.111111111111111,8.0,0.3,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
130,2,1.0,10,1,20.0,5.0,4.0,1.0,6.0,2.0,7.0,4.0,9.0,8.0,3.0,2.0,7.0,5.0,7.0,6.0,2.0,1.0,2.0,2.0,9.0,6.0,2.0,6.0,2.0,5.0,6.0,6.0,6.0,6.0,80.0,10.0,10.0,17.95,10.7,11.765,4.3,4.5,5.1,3.5,3.5,2.3,0.2,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
131,0,2.0,10,1,19.0,5.0,4.0,1.0,7.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,6.0,8.0,7.0,6.0,5.0,3.0,5.0,0.0,4.0,6.0,6.0,4.0,6.0,25.0,10.0,20.0,20.0,10.0,15.0,5.625,5.375,6.25,5.5,5.5,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
132,1,1.0,5,0,27.0,8.0,10.0,1.0,7.0,2.0,7.0,2.0,10.0,5.0,7.0,7.0,9.0,1.0,1.0,5.0,9.0,5.0,10.0,3.0,10.0,1.0,10.0,5.0,0.0,8.0,10.0,9.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,6.6,8.2,8.2,7.8,7.8,7.4,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
133,0,1.0,5,0,24.0,5.0,8.0,6.0,6.0,5.0,8.0,7.0,6.0,7.0,10.0,8.0,10.0,4.0,3.0,6.0,4.0,8.0,7.0,10.0,9.0,7.0,6.0,5.0,2.0,6.0,8.0,8.0,7.0,7.0,12.77,19.15,17.02,17.02,14.89,19.15,6.6,6.2,6.4,7.2,6.6,6.8,0.0,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
134,1,1.0,5,0,23.0,10.0,8.0,10.0,5.0,3.0,7.0,4.0,4.0,8.0,9.0,6.0,7.0,8.0,6.0,8.0,5.0,9.0,5.0,7.0,8.0,8.0,8.0,8.0,1.0,7.0,8.0,8.0,8.0,8.0,6.67,20.0,20.0,17.78,20.0,15.56,7.2,7.6,7.8,7.2,8.2,6.4,0.2,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
135,2,1.0,5,0,26.0,3.0,9.0,6.0,7.0,2.0,3.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,7.0,1.0,8.0,7.0,10.0,10.0,2.0,9.0,6.0,2.0,9.0,10.0,9.0,7.0,6.0,18.18,22.73,18.18,13.64,13.64,13.64,7.6,7.25,8.0,8.0,6.0,4.333333333333333,0.4,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
136,1,2.0,5,0,26.0,8.0,3.0,3.0,5.0,2.0,7.0,4.0,7.0,8.0,7.0,7.0,6.0,4.0,6.0,8.0,5.0,7.0,8.0,7.0,8.0,6.0,4.0,6.0,0.0,7.0,9.0,8.0,8.0,8.0,19.59,18.0,20.0,17.95,10.7,11.765,7.0,8.4,8.4,7.8,8.4,7.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,1.0,5,1,26.0,8.0,1.0,1.0,4.0,1.0,6.0,1.0,8.0,8.0,4.0,4.0,1.0,5.0,7.0,4.0,7.0,1.0,9.0,9.0,10.0,8.0,3.0,7.0,2.0,7.0,9.0,9.0,8.0,8.0,17.39,17.39,15.22,17.39,13.04,19.57,7.2,8.6,9.0,7.2,8.0,6.2,0.2,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
138,1,1.0,5,1,32.0,8.0,9.0,6.0,3.0,2.0,7.0,2.0,9.0,8.0,6.0,6.0,1.0,7.0,7.0,9.0,9.0,4.0,9.0,2.0,9.0,6.0,2.0,6.0,3.0,8.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,6.67,13.33,5.0,7.4,7.2,5.4,7.4,3.0,0.2,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
139,0,1.0,5,1,37.0,5.0,6.0,1.0,6.0,3.0,7.0,5.0,8.0,10.0,9.0,9.0,6.0,5.0,6.0,10.0,8.0,7.0,10.0,8.0,9.0,7.0,8.0,8.0,2.0,8.0,8.0,9.0,9.0,6.0,18.75,16.67,18.75,20.83,12.5,12.5,7.0,8.333333333333334,9.0,7.0,6.8,5.6,0.0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
140,2,1.0,5,1,29.0,8.0,5.0,5.0,5.0,2.0,8.0,6.0,8.0,9.0,5.0,5.0,5.0,5.0,7.0,9.0,6.0,7.0,6.0,4.0,5.0,4.0,3.0,6.0,2.0,7.0,7.0,8.0,9.0,8.0,18.6,16.28,18.6,18.6,11.63,16.28,6.0,7.4,7.3,7.0,7.0,7.0,0.4,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
141,1,1.0,5,1,28.0,8.0,4.0,4.0,6.0,2.0,10.0,10.0,3.0,9.0,5.0,5.0,7.0,5.0,7.0,3.0,8.0,9.0,10.0,8.0,9.0,6.0,6.0,4.0,2.0,7.0,9.0,8.0,8.0,6.0,20.83,20.83,16.67,16.67,6.25,18.75,6.4,8.2,8.0,7.0,6.6,5.4,0.2,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
142,7,1.0,16,0,24.0,13.0,1.0,4.0,5.0,2.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,14.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,2.0,9.0,9.0,10.0,9.0,7.0,14.29,14.29,21.43,21.43,19.05,9.52,6.8125,8.0625,8.1875,7.8125,7.75,6.625,0.4375,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
143,0,2.0,16,0,33.0,1.0,6.0,2.0,7.0,4.0,4.0,5.0,6.0,8.0,9.0,9.0,6.0,4.0,8.0,9.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,6.0,3.0,7.0,10.0,8.0,7.0,7.0,8.33,20.83,20.83,14.58,16.67,18.75,6.8125,7.0,8.5,7.6875,7.6,6.714285714285714,0.0,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
144,1,1.0,16,0,23.0,10.0,5.0,2.0,5.0,2.0,10.0,7.0,9.0,6.0,6.0,6.0,4.0,3.0,7.0,7.0,5.0,4.0,7.0,9.0,8.0,7.0,4.0,5.0,2.0,7.0,8.0,9.0,8.0,9.0,16.0,16.0,16.0,18.0,18.0,16.0,6.0625,7.0625,7.5,6.8125,6.8125,6.1875,0.0625,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
145,0,2.0,16,0,24.0,10.0,9.0,7.0,7.0,1.0,2.0,1.0,2.0,9.0,9.0,5.0,2.0,2.0,1.0,8.0,10.0,10.0,10.0,5.0,8.0,9.0,2.0,5.0,2.0,5.0,5.0,9.0,7.0,7.0,11.36,18.18,22.73,18.18,11.36,18.18,8.3125,9.0625,8.75,8.0,7.875,6.9375,0.0,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
146,1,4.0,16,0,36.0,6.0,1.0,7.0,7.0,1.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,5.0,2.0,8.0,8.0,8.0,8.0,8.0,18.18,18.18,18.18,18.18,13.64,13.64,6.5,7.75,8.25,7.7,8.0,7.5,0.0625,0.1875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
147,5,5.0,16,0,26.0,8.0,3.0,3.0,5.0,1.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,5.0,7.0,8.0,7.0,9.0,8.0,7.0,18.0,18.0,20.0,18.0,16.0,10.0,6.125,7.0625,7.75,6.0625,6.125,5.1875,0.3125,0.4375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
148,1,5.0,16,0,27.0,8.0,7.0,4.0,4.0,1.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,5.0,2.0,8.0,9.0,9.0,9.0,8.0,15.09,16.98,16.98,18.87,18.87,13.21,5.1875,7.75,7.8125,5.0625,6.8125,3.125,0.0625,0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
149,5,1.0,16,0,28.0,13.0,3.0,3.0,5.0,2.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.51,19.15,19.15,19.15,19.15,14.89,5.8125,6.9375,7.3125,5.1875,6.0625,6.444444444444445,0.3125,0.3125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
150,2,4.0,16,0,31.0,7.0,3.0,3.0,5.0,2.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,5.0,1.0,7.0,9.0,9.0,8.0,8.0,12.0,20.0,20.0,20.0,14.0,14.0,6.8125,6.875,7.9375,7.125,7.8125,5.571428571428571,0.125,0.0625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
